,index,content,type,label
7079,5615,"<p>$$\left| {{x_1} - {x_2}} \right|$$和$$\frac{{{x_1} + {x_2}}}{2}$$．</p>

解析：
<p>$$\left| {{x_1} - {x_2}} \right| = \frac{{\sqrt {{b^2} - 4ac} }}{{\left| a \right|}}$$，</p>
<p>$$\frac{{{x_1} + {x_2}}}{2} =&nbsp; - \frac{b}{{2a}}$$．</p>",普通题,一元二次方程根与系数的关系
7080,10117,"<p>在二次根式$$\sqrt{-\frac{1}{x-1}}$$中，$$x$$的取值范围是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>由题意得：$$x-1 &nbsp;&lt; &nbsp;0$$，</p>
<p>解得：$$x &nbsp;&lt; &nbsp;1$$，</p>
<p>故答案为：$$x &nbsp;&lt; &nbsp;1$$．</p>",普通题,二次根式有意义的条件
7081,35315,"<p>求点$$A$$、$$B$$的坐标．</p>
解析：
<p>由题意得，当$$y=0$$时，</p>
<p>$$\frac{2\sqrt{3}}{3}{{x}^{2}}-\frac{8\sqrt{3}}{3}x+2\sqrt{3}=0$$，</p>
<p>解得：$${{x}_{1}}=1$$，$${{x}_{2}}=3$$，</p>
<p>即$$A(1,0)$$，$$B(3,0)$$．</p>",普通题,二次函数与坐标轴交点
7082,9289,"<p>解方程：$$5(x-2)=6-2(2x-1)$$．</p>
解析：
<p>去括号得：$$5x-10=6-4x+2$$，</p>
<p>移项合并得：$$9x=18$$，</p>
<p>解得：$$x=2$$．</p>",普通题,常规一元一次方程解法
7083,44119,"<p>$${{\left( x-y \right)}^{2}}$$．</p>
解析：
<p>∵$$x+y=8$$，$$xy=12$$，</p>
<p>∴$${{\left( x-y \right)}^{2}}={{\left( x+y \right)}^{2}}-4xy$$</p>
<p>$$={{8}^{2}}-4\times 12$$</p>
<p>$$=64-48$$</p>
<p>$$=16$$．</p>",普通题,整式乘除化简求值-整体代入化简求值
7084,41784,"<p>请写出第$$n$$行式子，并证明你的结论．</p>
解析：
<p>第$$n$$行式子：$${{n}^{2}}+{{\left[ n\times \left( n+1 \right) \right]}^{2}}+{{\left( n+1 \right)}^{2}}={{\left[ n\times \left( n+1 \right)+1 \right]}^{2}}$$．</p>
<p>$${{n}^{2}}+{{\left[ n\times\left( n+1 \right) \right]}^{2}}+{{\left( n+1 \right)}^{2}}$$</p>
<p>$$={{n}^{2}}+{{\left[ n\left( n+1 \right) \right]}^{2}}+{{n}^{2}}+2n+1$$</p>
<p>$$={{\left[ n\left( n+1 \right) \right]}^{2}}+2{{n}^{2}}+2n+1$$</p>
<p>$$={{\left[ n\left( n+1 \right) \right]}^{2}}+2n\left( n+1 \right)+1$$</p>
<p>$$={{\left[ n\left( n+1 \right)+1 \right]}^{2}}$$．</p>",普通题,算式找规律
7085,56078,"<p>当$$\angle COD$$绕点$$O$$旋转到如图②所示的位置时，你的猜想还成立吗？为什么？</p>
<p style=""text-align: right;""><img alt="""" data=""https://taltools.speiyou.com"" height=""142"" src=""https://taltools.speiyou.com"" width=""147"" /></p>
解析：
<p>猜想成立，</p>
<p>∵$$\angle AOB$$，$$\angle COD=90{}^\circ $$，</p>
<p>&there4;$$\angle AOB+\angle COD=180{}^\circ $$，</p>
<p>又∵$$\angle AOB+\angle BOC+\angle COD+\angle AOD=360{}^\circ $$，</p>
<p>&there4;$$\angle BOC+\angle AOD=180{}^\circ $$，</p>
<p>&there4;$$\angle AOD$$与$$\angle BOC$$互补．</p>
<p>试猜想$$\angle AOD$$和$$\angle BOC$$在数量上是否存在相等、互余或互补的关系，你能说明你猜想的正确性吗？</p>
解析：
<p>$$\angle AOD$$和$$\angle BOC$$互补，</p>
<p>$$\angle AOD=\angle AOB+\angle BOD=90{}^\circ +\angle BOD$$，</p>
<p>$$\angle BOD=90{}^\circ -\angle BOC$$，</p>
<p>&there4;$$\angle AOD=90{}^\circ +90{}^\circ -\angle BOC$$，</p>
<p>即$$\angle AOD+\angle BOC=180{}^\circ $$，</p>
<p>&there4;$$\angle AOD$$与$$\angle BOC$$互补．</p>",复合题,余角和补角
7086,16066,"<p>计划$$\text{N}95$$口罩每包售价比普通口罩贵$$16$$元，$$7$$包普通口罩和$$3$$包$$\text{N}95$$口罩总售价相同，求普通口罩和$$\text{N}95$$口罩每包售价．</p>
解析：
<p>设普通口罩每包的售价为$$x$$元，$$N95$$口罩每包的售价为$$y$$元，</p>
<p>依题意，得：$$\left\{ \begin{array}{l} {y-x=16}\\{7x=3y} \end{array}\right. $$，解得：$$\left\{ \begin{array}{l} {x=12}\\{y=28} \end{array}\right. $$．</p>
<p>答：普通口罩每包的售价为$$12$$元，$$\text{N}95$$口罩每包的售价为$$28$$元．</p>",普通题,二元一次方程组的经济问题
7087,30515,"<p>将下面一组数填入相应集合的图内：</p>
<p>$$-0.5$$，$$-7$$，$$+2.8$$，$$-900$$，$$-3$$，$$99.9$$，$$0$$，$$4$$．</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""111"" src=""https://taltools.speiyou.com"" width=""275"" /><img alt="""" data=""https://taltools.speiyou.com"" height=""107"" src=""https://taltools.speiyou.com"" width=""277"" /></p>
解析：
<p>∵$$-0.5$$是负分数，</p>
<p>$$-7$$是负整数，</p>
<p>$$+2.8$$是正分数，</p>
<p>$$-900$$是负整数，</p>
<p>$$-3$$是负整数，</p>
<p>$$99.9$$是正分数，</p>
<p>$$0$$是整数，</p>
<p>$$4$$是正整数．</p>
<p>&there4;</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""105"" src=""https://taltools.speiyou.com"" width=""257"" /><img alt="""" data=""https://taltools.speiyou.com"" height=""100"" src=""https://taltools.speiyou.com"" width=""253"" /></p>",普通题,有理数的分类
7088,22034,"<p>已知两点$$A\left( 5,6 \right)B\left( 7,2 \right)$$，先将线段$$AB$$向左平移一个单位，再以原点$$O$$为位似中心，在第一象限内将其缩小为原来的$$\frac{1}{2}$$得到线段$$CD$$，则点$$A$$的对应点$$C$$的坐标为(　　)</p>
解析：
<p>解：$$\because $$线段$$AB$$向左平移一个单位，</p>
<p>$$\therefore A$$点平移后的对应点的坐标为$$\left( 4,6 \right)$$，</p>
<p>$$\therefore $$点$$C$$的坐标为$$\left( 4\times \frac{1}{2}6\times \frac{1}{2} \right)$$，即$$\left( 2,3 \right)$$．</p>
<p>故选A．</p>",普通题,坐标系中的平移-点的平移
7089,3871,"<p>$$\begin{cases} 3x-y=7 \\ 5x+2y=8 \end{cases}$$．</p>
解析：
<p>原方程组为：$$\begin{cases} 3x-y=7① \\ 5x+2y=8② \end{cases}$$，</p>
<p>①$$\times 2+$$②得$$11x=22$$，</p>
<p>$$x=2$$，</p>
<p>代入①得$$y=-1$$，</p>
<p>&there4;方程组的解为$$\begin{cases} x=2 \\ y=-1 \end{cases}$$．</p>",普通题,加减消元法解二元一次方程组
7090,15323,"<p>已知点$$P(m,{{m}^{2}}+1)$$在一次函数$$y=\left( m-1 \right)x+{{m}^{2}}+m$$的图象上，则代数式$${{m}^{2}}+m+1$$的值为&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p> 
解析：
<p>$${{m}^{2}}+1=\left( m-1 \right)m+{{m}^{2}}+m$$，则$${{m}^{2}}=1$$，$$m=\pm 1$$，</p> <p>又$$m-1\ne 0$$，即$$m=-1$$，$${{m}^{2}}+m+1={{(-1)}^{2}}-1+1=1$$．</p> ",普通题,根据条件写一次函数解析式
7091,13466,"<p>过点$$B$$作$$BE//y$$轴交$$x$$轴于点$$F$$，延长$$BF$$至$$E$$，使得$$EF=\frac{1}{2}BC$$连结$$DE$$交$$y$$轴于点$$G$$，连结$$AE$$交$$x$$轴于点$$M$$，若$$\triangle DOG$$的面积与$$\triangle MFE$$的面积相等，求$$m$$的值．</p>
解析：
<p>∵过点$$B$$作$$BE//y$$较$$x$$轴于点$$F$$，延长$$BF$$至$$E$$，使得$$EF=\frac{1}{2}BC$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""193"" src=""https://taltools.speiyou.com"" width=""172"" /></p>
<p>&there4;点$$E\left( m,\frac{m}{2} \right)$$，</p>
<p>∵$$C(0,3)$$，$$OD:BC=OA:AC=AD:AB=1:2$$，</p>
<p>&there4;$$OA=1$$，$$OD=\frac{m}{2}$$，</p>
<p>&there4;$$A(0,1)$$，$$D\left( -\frac{m}{2},0 \right)$$，</p>
<p>设直线$$AE$$的解析式为$$y=kx+b$$，</p>
<p>&there4;$$\begin{cases}b=1 \\ 0=-\dfrac{m}{2}k+b \\ \end{cases}$$，解得$$\begin{cases}k=-\dfrac{m+2}{2m} \\ b=1 \\ \end{cases}$$，</p>
<p>&there4;直线$$AE$$表达式为$$y=-\frac{m+2}{2m}x+1$$，</p>
<p>&there4;点$$M$$坐标为$$\left( \frac{2m}{m+2},0 \right)$$，</p>
<p>设直线$$DE$$表达式为$$y=ax+t$$，</p>
<p>将$$D\left( -\frac{m}{2},0 \right)$$，$$E\left( m,-\frac{m}{2} \right)$$代入，</p>
<p>同理可得直线$$DE$$表达式为$$y=-\frac{1}{3}x-\frac{m}{6}$$，</p>
<p>&there4;点$$G$$坐标为$$\left( 0,-\frac{m}{6} \right)$$,</p>
<p>∵$$\triangle DOG$$的面积与$$\triangle MFE$$的面积相等，</p>
<p>&there4;$$\frac{1}{2}\times \frac{m}{2}\times \frac{m}{6}=\frac{1}{2}\times \frac{m}{2}\times \left( m-\frac{2m}{m+2} \right)$$,</p>
<p>∵$$m&gt;0$$,</p>
<p>&there4;$$m=0.4$$．</p>",普通题,二次函数与面积
7092,18382,"<p>折成的长方形盒子的侧面积是否有最大值？如果有，求出这个最大值和此时剪掉的正方形的边长；如果没有，说明理由．</p>
解析：
<p>侧面积有最大值．</p>
<p>设剪掉的正方形的边长为$$x\text{cm}$$，盒子的侧面积为$$y\text{c}{{\text{m}}^{2}}$$．</p>
<p>则$$y$$与$$x$$的函数关系为$$y=4(40-2x)x$$．</p>
<p>即$$y=-8{{x}^{2}}+160x$$，即$$y=-8{{(x-10)}^{2}}+800$$．</p>
<p>&there4;$$x=10$$时，$${{y}_{最大}}=800$$．</p>",普通题,一元二次方程的几何问题
7093,19826,"<p>求$$EH$$的长．</p>
解析：
<p>∵$$ABCD$$是正方形，</p>
<p>&there4;$$AB=AD=CD=BC=4$$，$$\angle A=\angle D=\angle C=\angle B=90{}^\circ $$，</p>
<p>∵$$E$$，$$F$$，$$G$$，$$H$$分别是边$$AB$$，$$BC$$，$$CD$$，$$DA$$上的四等分点，</p>
<p>&there4;$$BE=AH=DG=CF=1$$，$$AE=DH=CG=BF=3$$，</p>
<p>$$\text{Rt}\triangle AEH$$中：$$EH=\sqrt{A{{E}^{2}}+A{{H}^{2}}}=\sqrt{10}$$．</p>",普通题,正方形的性质
7094,32054,"<p>$$3{{x}^{3}}-12 x$$．</p>
解析：
<p>原式$$=3x({{x}^{2}}-4)=3x(x+2)\left( x-2 \right)$$．</p>",普通题,提公因式+平方差
7095,54887,"<p>当$$y=0$$时，求$$x$$的值．</p>
解析：
<p>当$$y=0$$时，$$0=2x-2$$，</p>
<p>解得$$x=1$$．</p>",普通题,一次函数与一元一次方程
7096,18383,"<p>在（$$2$$）的条件下，超市销售完这$$30$$台电风扇能否实现利润不少于$$1060$$元的目标？若能，请给出相应的采购方案；若不能，请说明理由．</p>
解析：
<p>当$$x\leqslant 18$$时，利润$$=40x+30(30-x)\geqslant 1060$$，解得：$$x\geqslant 16$$，</p>
<p>&there4;$$16\leqslant x\leqslant 18$$，共有$$3$$种方案：</p>
<p>$$A$$型号风扇分别为$$16$$、$$17$$、$$18$$台，$$B$$型号风扇分别为$$14$$、$$13$$、$$12$$台．</p>",普通题,不等式组的方案选择问题
7097,18228,"<p>计算：$$\left( a-2b+3c \right)\left( a+2b-3c \right)$$．</p>
解析：
<p>$$~~~~\left( a-2b+3c \right)\left( a+2b-3c \right)$$</p>
<p>$$=\left[ a-\left( 2b-3c \right) \right]\left[ a+\left( 2b-3c \right) \right]$$</p>
<p>$$={{a}^{2}}-{{\left( 2b-3c \right)}^{2}}$$</p>
<p>$$={{a}^{2}}-\left( 4{{b}^{2}}-12bc+9{{c}^{2}} \right)$$</p>
<p>$$={{a}^{2}}-4{{b}^{2}}+12bc-9{{c}^{2}}$$．</p>",普通题,多项式乘多项式
7098,48864,"<p>求反比例函数和一次函数的解析式．</p>
解析：
<p>∵点$$A$$的坐标为$$(3,n)$$，$$AC$$垂直$$x$$轴于点$$C$$，$$\cos \angle AOC=\frac{3\sqrt{13}}{13}$$，</p>
<p>&there4;$$\frac{3}{AO}=\frac{3\sqrt{13}}{13}$$，</p>
<p>&there4;$$AO=\sqrt{13}$$，$$AC=\sqrt{A{{O}^{2}}-C{{O}^{2}}}=2$$，</p>
<p>&there4;$$A(3,2)$$，把$$A(3,2)$$代入反比例函数$$y=\frac{k}{x}$$，可得$$k=6$$，</p>
<p>&there4;反比例函数解析式为$$y=\frac{6}{x}$$，</p>
<p>把$$A(3,2)$$代入一次函数$$y=x+b$$，可得$$b=-1$$，</p>
<p>&there4;一次函数的解析式为$$y=x-1$$．</p>",普通题,反比例函数与一次函数综合
7099,23278,"<p>如图，在$$\text{Rt}\triangle ABC$$中，$$AB=8$$，$$D$$为斜边$$AB$$的中点，$$E$$为$$AC$$的中点，$$F$$为$$AD$$的中点，则 $$EF=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""170"" src=""https://taltools.speiyou.com"" style=""float:right"" width=""107""></p>
解析：
<p>∵在$$\text{Rt}\triangle ABC$$中，$$D$$为$$AB$$中点，$$AB=8$$，</p>
<p>∴$$CD=AD=BD=\frac{1}{2}AB=4$$，</p>
<p>又$$E$$为$$AC$$中点，$$F$$为$$AD$$中点，</p>
<p>∴$$EF$$为$$\triangle ADC$$的中位线，</p>
<p>∴$$EF=\frac{1}{2}CD=\frac{1}{2}\times 4=2$$，</p>
<p>即$$EF=2$$．</p>",普通题,直角三角形斜边中线性质以及应用
7100,28389,"<p>$$\begin{cases}3x+2y=1 \\ 4x-2y=6 \\ \end{cases}$$．</p>
解析：
<p>$$\begin{cases}3x+2y=1① \\ 4x-2y=6②\\ \end{cases}$$，</p>
<p>①$$+$$②得$$7x=7$$，</p>
<p>解得$$x=1$$，</p>
<p>把$$x=1$$代入①，</p>
<p>得$$3+2y=1$$，</p>
<p>解得$$y=-1$$，</p>
<p>∴方程组的解为$$\begin{cases}x=1 \\ y=-1 \\ \end{cases}$$．</p>",普通题,加减消元法解二元一次方程组
7101,10533,"<p>证明：$$DB\bot BC$$．</p>
解析：
<p>连接$$AB$$，</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""151"" src=""https://taltools.speiyou.com"" width=""226""></p>
<p>∵$$BD$$是$$\odot {{O}_{2}}$$的直径，</p>
<p>∴$$BA\bot CD$$，</p>
<p>所以$$BC$$是$$\odot {{O}_{1}}$$的直径，</p>
<p>又∵$$BD$$是$$\odot {{O}_{1}}$$的切线，</p>
<p>所以$$DB\bot BC$$．</p>",普通题,切线的性质定理
7102,30537,"<p>$$x(x-2)=x-2$$</p>
解析：
<p>$$\because x(x-2)=x-2$$，</p>
<p>$$\therefore x(x-5)-(x-2)=0$$，</p>
<p>则$$(x-5)(x-1)=0$$，</p>
<p>$$\therefore x-3=0$$或$$x-1=4$$，</p>
<p>解得$$x_{1}=1$$，$$x_{2}=2$$．</p>",普通题,因式分解法求一元二次方程的根
7103,27790,"<p>若四边形$$BECF$$为正方形，求$$\angle A$$的度数．</p>
解析：
<p>∵四边形$$BECF$$是正方形，</p>
<p>&there4;$$\angle CBA=45{}^\circ $$，</p>
<p>∵$$\angle ACB=90{}^\circ $$，</p>
<p>&there4;$$\angle A=45{}^\circ $$．</p>",普通题,正方形的性质
7104,25619,"<p>请在图中画出平移后的$$\triangle {{A}^{\prime }}{{B}^{\prime }}{{C}^{\prime }}$$．</p>
解析：
<p>解：如图所示，$$\triangle {{A}^{\prime }}{{B}^{\prime }}{{C}^{\prime }}$$即为所求；</p>
<p><img alt="""" height=""236"" src=""https://taltools.speiyou.com"" width=""235"" /></p>",普通题,一次函数平移变换
7105,4998,"<p>甲，乙两人进行飞镖比赛，每人各投$$6$$次，甲成绩（单位：环）为：$$9$$，$$8$$，$$9$$，$$6$$，$$10$$，$$6$$．甲，乙两人平均成绩相等，乙成绩的方差为$$3$$，那么成绩较为稳定的是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．（填&ldquo;甲&rdquo;或&ldquo;乙&rdquo;）</p>
解析：
<p>平均值为$$\frac{9\times 2+10+6\times 2+8}{6}=8$$，</p>
<p>$${{S}^{2}}=\frac{1}{6}\left[ {{\left( 9-8 \right)}^{2}}+{{\left( 8-8 \right)}^{2}}+{{\left( 9-8 \right)}^{2}}+{{\left( 6-8 \right)}^{2}}+{{\left( 10-8 \right)}^{2}}+{{\left( 6-8 \right)}^{2}} \right]$$</p>
<p>$$=\frac{1}{6}\left( 1+1+4+4+4 \right)=\frac{14}{6}=\frac{7}{3} &nbsp;&lt; &nbsp;3$$，</p>
<p>&there4;甲更稳定．</p>
<p>故答案为：甲．</p>",普通题,方差
7106,6099,"<p>写出一个介于$$\frac{1}{2}$$和$$\frac{1}{3}$$之间的分数&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>∵$$\frac{1}{2}=\frac{6}{12}$$，$$\frac{1}{3}=\frac{4}{12}$$，</p>
<p>&there4;$$\frac{4}{12}&lt;{}\frac{5}{12}&lt;{}\frac{6}{12}$$，</p>
<p>&there4;$$\frac{5}{12}$$介于$$\frac{1}{2}$$和$$\frac{1}{3}$$之间．</p>
<p>故答案为：$$\frac{5}{12}$$．</p>",普通题,有理数比较大小-利用有理数正负性
7107,48060,"<p>然后考察点$$P$$的一般位置：依题意补全图$$3$$，$$4$$，通过观察、测量，发现：$$\left( 1 \right)$$中$$\text{①}$$的结论在一般情况下&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．(填“成立”或“不成立”)</p>
<p><img alt="""" height=""212"" src=""https://taltools.speiyou.com"" width=""176"" /></p>
<p><img alt="""" height=""207"" src=""https://taltools.speiyou.com"" width=""220"" /></p>
解析：
<p>解：成立．</p>
<p><img alt="""" height=""202"" src=""https://taltools.speiyou.com"" width=""179"" /></p>
<p><img alt="""" height=""207"" src=""https://taltools.speiyou.com"" width=""220"" /></p>",普通题,正方形的性质
7108,21580,"<p>在平面直角坐标系中，点$$D(-5,4)$$到$$x$$轴的距离为（ &nbsp; ）．</p>
解析：
<p>∵$$|4|=4$$，</p>
<p>&there4;$$D$$点到$$x$$轴的距离是$$4$$，</p>
<p>故选：$$\text{C}$$．</p>",普通题,坐标与距离
7109,9681,"<p>$$-3{{a}^{2}}+2ab-4ab+2{{a}^{2}}$$．</p>
解析：
<p>$$~~~~-3{{a}^{2}}+2ab-4ab+2{{a}^{2}}$$</p>
<p>$$=(-3{{a}^{2}}+2{{a}^{2}})+(2ab-4ab)$$</p>
<p>$$=-{{a}^{2}}-2ab$$．</p>",普通题,合并同类项
7110,31613,"<p>若$$a$$、$$b$$互为倒数，$$x$$、$$y$$互为相反数，且$$y\ne 0$$，则$$(x+y)-ab-\frac{x}{y}$$的值为（ &nbsp; ）．</p>
解析：
<p>∵$$ab=1$$，$$x+y=0$$，$$\frac{x}{y}=-1$$，</p>
<p>&there4;原式$$=0-1-(-1)=-1+1=0$$．</p>
<p>故选：$$\text{C}$$．</p>
",普通题,有理数乘除法与实际问题
7111,43088,"<p>某品牌西装进价为$$800$$元，售价为$$1200$$元，后由于该西装滞销积压，商家准备打折出售，若保持$$5\%$$的利润率，则应打&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;折．</p>
解析：
<p>设应打$$x$$折，由题意，</p>
<p>得$$1200\cdot\dfrac{x}{10}-800=800\times 5\%$$，</p>
<p>解得：$$x=7$$，</p>
<p>&there4;应打$$7$$折，</p>
<p>故答案为$$7$$．</p>",普通题,一元一次方程的经济问题-打折
7112,21135,"<p>如图$$2$$，当$$DE=8$$时，求线段$$EF$$的长．</p>
<p style=""text-align: right;""><img alt="""" data=""https://taltools.speiyou.com"" height=""204"" src=""https://taltools.speiyou.com"" width=""172"" /></p>
解析：
<p>连接$$AD$$，</p>
<p>∵$$AB$$为圆$$O$$的直径，</p>
<p>&there4;$$\angle ACB=90{}^\circ $$，</p>
<p>又∵$$DC=BC$$，</p>
<p>&there4;$$AD=AB=10$$，</p>
<p>&there4;$$AE=\sqrt{A{{D}^{2}}-D{{E}^{2}}}=\sqrt{{{10}^{2}}-{{8}^{2}}}=6$$，</p>
<p>&there4;$$EB=4$$；</p>
<p>又∵$$\angle B+\angle BAC=90{}^\circ $$，</p>
<p>$$\angle B+\angle BDE=90{}^\circ $$，</p>
<p>&there4;$$\angle BAC=\angle BDE$$，</p>
<p>&there4;$$\triangle AEF\backsim \triangle DEB$$，</p>
<p>&there4;$$\frac{EF}{EB}=\frac{AE}{DE}$$，</p>
<p>&there4;$$\frac{EF}{4}=\frac{6}{8}$$，</p>
<p>&there4;$$EF=3$$．</p>
<p><img alt="""" data=""https://taltools.speiyou.com"" height=""199"" src=""https://taltools.speiyou.com"" width=""185"" /></p>",普通题,相似三角形的性质
7113,43791,"<p>规定：$$\left| \begin{matrix}{{a}_{1}} \quad &nbsp;{{b}_{1}\quad}{{c}_{1}} \\ {{a}_{2}}\quad{{b}_{2}}\quad{{c}_{2}} \\ {{a}_{3}}\quad{{b}_{3}}\quad{{c}_{3}} \\\end{matrix} \right|={{a}_{1}}{{b}_{2}}{{c}_{3}}+{{a}_{2}}{{b}_{3}}{{c}_{1}}+{{a}_{3}}{{b}_{1}}{{c}_{2}}-{{a}_{3}}{{b}_{2}}{{c}_{1}}-{{a}_{1}}{{b}_{3}}{{c}_{2}}-{{a}_{2}}{{b}_{1}}{{c}_{3}}$$，那么$$\left| \begin{matrix}3\quad1\quad-1 \\ 15\quad-2\quad3 \\ -21\quad4\quad-5 \\\end{matrix} \right|=$$&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>$$\left| \begin{matrix}3\quad1\quad-1 \\ 15\quad-2\quad3 \\ -21\quad4\quad-5 \\\end{matrix} \right|=3\times (-2)\times (-5)+15\times 4\times (-1)+(-21)\times 1\times 3-(-21)\times (-2)\times (-1)-3\times 4\times 3-15\times 1\times (-5)$$</p>
<p>$$=30-60-63+42-36+75$$</p>
<p>$$=-93+42-36+75$$</p>
<p>$$=-51-36+75$$</p>
<p>$$=-87+75$$</p>
<p>$$=-12$$，</p>
<p>故答案为：$$-12$$．</p>",普通题,定义新运算
7114,51641,"<p>$$4{{x}^{2}}-4x+1={{x}^{2}}+6x+9$$．</p>
解析：
<p>$$4{{x}^{2}}-4x+1={{x}^{2}}+6x+9$$，</p>
<p>$${{\left( 2x-1 \right)}^{2}}={{\left( x+3 \right)}^{2}}$$ ，</p>
<p>$${{\left( 2x-1 \right)}^{2}}-{{\left( x+3 \right)}^{2}}=0$$，</p>
<p>$$\left( 2x-1+x+3 \right)\left( 2x-1-x-3 \right)=0$$，</p>
<p>$$\left( 3x+2 \right)\left( x-4 \right)=0$$，</p>
<p>$${{x}_{1}}=-\frac{2}{3}$$，$${{x}_{2}}=4$$．</p>",普通题,因式分解法求一元二次方程的根
7115,58381,"<p>$$(-3x-2)(3x+2)$$．</p>
解析：
<p>$$-9{{x}^{2}}-12x-4$$．</p>
<p>$$-{{(x-y)}^{2}}$$．</p>
解析：
<p>$$-{{x}^{2}}+2xy-{{y}^{2}}$$．</p>
<p>$$(x-2y)(2y-x)$$．</p>
解析：
<p>$$-{{x}^{2}}+4xy-4{{y}^{2}}$$．</p>",复合题,平方差公式的计算
7116,31269,"<p>若关于$$x$$的一元二次方程的两个根为$${{x}_{1}}=0$$，$${{x}_{2}}=2$$，则这个方程可以是&nbsp;<u>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</u>&nbsp;．</p>
解析：
<p>∵方程的两个根分别为$${{x}_{1}}=0$$，$${{x}_{2}}=2$$，</p>
<p>&there4;$${{x}_{1}}+{{x}_{2}}=0+2=2$$，</p>
<p>$${{x}_{1}}+{{x}_{2}}=0\times 2=0$$，</p>
<p>&there4;方程为$${{x}^{2}}-2x=0$$（答案不唯一）．</p>",普通题,一元二次方程根与系数的关系
7117,28981,"<p>若点$$P(1+a, 1-b)$$在第二象限，则点$$Q(a, b-1)$$在第（ &nbsp; ）象限．</p>
解析：
<p>在平面直角坐标系中，第二象限的点横坐标为负，纵坐标为正，</p>
<p>若点$$P(1+a,1-b)$$在第二象限，</p>
<p>则$$1+a &nbsp;&lt; &nbsp;0$$，$$1-b&gt;0$$，即$$a &nbsp;&lt; &nbsp;-1$$，$$b &nbsp;&lt; &nbsp;1$$，</p>
<p>所以$$a &nbsp;&lt; &nbsp;0$$，$$b-1 &nbsp;&lt; &nbsp;0$$，</p>
<p>横坐标，纵坐标均为负值的点在第三象限，</p>
<p>则点$$Q(a,b-1)$$在第三象限．</p>
<p>故选$$\text{C}$$．</p>",普通题,象限内坐标的特征
7118,4016,"<p>若把调查反馈教学效果为“很好”和“较好”作为网上授课成效良好的标准，该校大约有$$2500$$名学生，请估计授课第二周学校网上授课成效良好的学生人数．</p>
解析：
<p>$$\frac{400+400}{1000}\times2500=2000$$（人）．</p>
<p>∴估计第二周成效良好的学生人数为$$2000$$人．</p>",普通题,统计图综合应用
7119,34018,"<p>$$(-3x+2)-(3-5x)$$．</p>
解析：
<p>原式$$=-3x+2-3+5x$$</p>
<p>$$~~~~~=-3x+5x+2-3$$</p>
<p>$$~~~~~=2x-1$$．</p>",普通题,整式加减
7120,47138,"<p>求证：关于$$x$$的一元次方程$${{x}^{2}}-(2k+1)x+{{k}^{2}}+k=0$$有两个不相等的实数根．</p>
解析：
<p>∵一元次方程$${{x}^{2}}-(2k+1)x+{{k}^{2}}+k=0$$，</p>
<p>&there4;$$\Delta ={{b}^{2}}-4ac={{[-(2k+1)]}^{2}}-4({{k}^{2}}+k)=1&gt;0$$，</p>
<p>&there4;关于$$x$$的一元次方程$${{x}^{2}}-(2k+1)x+{{k}^{2}}+k=0$$有两个不相等的实数根．</p>",普通题,一元二次方程根的判别式
